"","id_sampl","FID","strata_id","psu_id","population","ADM3_FR","ADM3_PCODE","ADM3_REF","ADM3ALT1FR","ADM3ALT2FR","ADM2_FR","ADM2_PCODE","ADM1_FR","ADM1_PCODE","SumDist","proba","survey_buffer","POINT_X","POINT_Y","NEAR_FID","NEAR_DIST","NEAR_X","NEAR_Y","NEAR_featureNam","NEAR_pcode","Exclude","Include","Check Exclure","Visité (Oui/NON)","Jour visité","enquêtes faites","manque Enquètes?","Equipe","Responsable","Date enquête"
"177","id_4339",NA,"BF47","CB-498",2096.85672112,"Banfora","BF470101",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00418124549446116,4,-4.74252924188,10.651463018,"1092","9.3118895189900006E-3","-4.733333","10.65","Tatana","BF4701010031",NA,"X",NA,NA,NA,NA,-4,6,"Margot",NA
"178","id_5224",5223,"BF47","CD-484",1007.62334035,"Bérégadougou","BF470102","Beregadougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00200925533419468,4,-4.72883800737,10.7621279479,"1220","1.7181983056300001E-2","-4.7166670000000002","10.75","Niankadougou","BF4701020005",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"179","id_7",6,"BF47","DY-598",1475.46033934,"Mangodara","BF470103",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00294214756496395,4,-4.40709399944,9.85704691328,"75","1.19528614335E-2","-4.4000000000000004","9.8666669999999996","Tourendougou","BF4701030008",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"180","id_94",NA,"BF47","ES-591",537.489123617,"Mangodara","BF470103",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00107178232723744,4,-4.27018165541,9.91237937761,"109","1.38326270225E-2","-4.2833329999999998","9.9166670000000003","Noumoukedougou","BF4701030011",NA,"X",NA,NA,NA,NA,-4,6,"Margot",NA
"181","id_5780",5779,"BF47","AY-475",1202.48740115,"Moussodougou","BF470104",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00239782479058425,4,-4.94105214034,10.82931737,"1292","9.8076233978700005E-3","-4.95","10.833333","Moussobadougou","BF4701040004",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"182","id_5971",5970,"BF47","BP-472",178.655271028,"Moussodougou","BF470104",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000356248254601089,4,-4.82467664846,10.8569836026,"1314","1.0626625704400001E-2","-4.8166669999999998","10.85","Mondon","BF4701040005",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"183","id_5972",5971,"BF47","BQ-472",535.965813083,"Moussodougou","BF470104",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00106874476380127,8,-4.81783103103,10.8530312837,"1314","3.24709853579E-3","-4.8166669999999998","10.85","Mondon","BF4701040005",NA,NA,NA,NA,NA,NA,-8,6,"Margot",NA
"184","id_163",162,"BF47","CK-585",1535.51835113,"Niangoloko","BF470105",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00306190648252561,4,-4.68091868725,9.95980720494,"134","1.01000086521E-2","-4.6833330000000002","9.9499999999999904","Folenso","BF4701050002",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"185","id_164",163,"BF47","CL-585",212.143982722,"Niangoloko","BF470105",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000423026553507012,4,-4.67407306987,9.96375952388,"134","1.6585258622199998E-2","-4.6833330000000002","9.9499999999999904","Folenso","BF4701050002",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"186","id_1352",1351,"BF47","BD-544",1293.06808516,"Niangoloko","BF470105",NA,"NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.0025784475642279,4,-4.90682405459,10.2878496773,"531","1.08297713935E-2","-4.9166670000000003","10.283333000000001","Niangoloko","BF4701050025",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"187","id_2466",2465,"BF47","HG-524",60.6957056235,"Ouô","BF470106","Ouo","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000121030513489661,4,-3.81837092038,10.4419901152999,"774","8.8232074183100008E-3","-3.8166669999999998","10.4333329999999","Dopala","BF4701060026",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"188","id_3365",3364,"BF47","HR-511",171.971165933,"Ouô","BF470106","Ouo","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000342919788220207,4,-3.74306913144,10.5487027259,"947","9.8221777394200006E-3","-3.733333","10.55","Bini","BF4701060036",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"189","id_3533",3532,"BF47","HT-509",131.507362184,"Ouô","BF470106","Ouo","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.0002622327792271,4,-3.72937789732,10.5645120016,"947","1.50413107285E-2","-3.733333","10.55","Bini","BF4701060036",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"190","id_1912",1911,"BF47","DE-534",855.259543137,"Tiéfora","BF470109","Tiefora","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.0017054336976474,4,-4.54400634347,10.3629437364,"672","7.0559627779900004E-3","-4.55","10.366667","Boulon","BF4701070028",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"191","id_2341",2340,"BF47","GE-526",895.039056772,"Sidéradougou","BF470107","Sideradougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00178475619521383,4,-4.01004820231,10.426180839,"750","1.1589720223499999E-2","-4.016667","10.416667","Bakoute","BF4701070036",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"192","id_2679",2678,"BF47","GF-521",1511.6215181,"Sidéradougou","BF470107","Sideradougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00301425490746463,4,-4.00320258518,10.469656347,"798","2.7949461375800001E-2","-3.983333","10.4499999999999","Kouere","BF4701070041",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"193","id_3649",3648,"BF47","DY-507",39.7795136343,"Tiéfora","BF470109","Tiefora","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,7.93224975650371e-05,4,-4.40709399944,10.576368959,"1021","2.5496439758700001E-2","-4.4166670000000003","10.6","Moussoumourou","BF4701070060",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"194","id_3802",3801,"BF47","GM-505",1412.17273402,"Sidéradougou","BF470107","Sideradougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.0028159486635635,4,-3.95528326441,10.5921782342,"1024","2.3302234385400002E-2","-3.9333330000000002","10.6","Sonbola","BF4701070063",NA,NA,"EXCLURE",NA,NA,NA,-4,6,"Margot",NA
"195","id_4451",4450,"BF47","DX-497",159.118054537,"Sidéradougou","BF470107","Sideradougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00031728999025975,4,-4.41393961662,10.6593676563,"1159","5.0869955141599997E-2","-4.3833330000000004","10.6999999999999","Guibe","BF4701070071",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"196","id_2650",2649,"BF47","AN-521",151.832873638,"Soubakaniédougou","BF470108","Soubakaniedougou","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00030276294627841,4,-5.01635392954,10.469656347,"824","3.0056959888100001E-3","-5.016667","10.4666669999999","Soubakaniedougou","BF4701080016",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,6,"Margot",NA
"197","id_3007",3006,"BF47","CW-515",115.623560374,"Tiéfora","BF470109","Tiefora","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000230559620978356,4,-4.59877128052,10.5131318562999,"898","3.2298329199100001E-2","-4.5666669999999998","10.516667","Boussara","BF4701090008",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"198","id_4112",4111,"BF47","CU-501",99.1059088918,"Tiéfora","BF470109","Tiefora","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.000197622532266763,4,-4.61246251523,10.6237967858,"1069","2.2945947699200001E-2","-4.6333330000000004","10.633333","Labola","BF4701090012",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"199","id_4118",NA,"BF47","DD-501",2527.20067674,"Tiéfora","BF470109","Tiefora","NA","NA","Comoé","BF4701","Cascades","BF47",501490.937065925,0.00503937457280067,4,-4.5508519604,10.6277491047,"1070","5.6485150992200001E-3","-4.55","10.633333","Tieforo","BF4701090013",NA,"X",NA,NA,NA,NA,-4,6,"Margot",NA
"200","id_4169",4168,"BF47","P-500",144.461521981,"Sindou","BF470207",NA,"NA","NA","Léraba","BF4702","Cascades","BF47",501490.937065925,0.000288064073153947,4,-5.1806487424,10.6356537421,"1061","1.4173036528299999E-2","-5.1666670000000003","10.633333","Badini","BF4702070011",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"201","id_4403",4402,"BF47","R-497",2407.69203302,"Sindou","BF470207",NA,"NA","NA","Léraba","BF4702","Cascades","BF47",501490.937065925,0.00480106788590576,4,-5.16695750783,10.6593676563,"1114","7.3051224058400003E-3","-5.1666670000000003","10.666667","Sindou","BF4702070018",NA,NA,NA,NA,NA,NA,-4,6,"Margot",NA
"202","id_34009",34008,"BF5202","ADC-302",42.2255865133,"Tibga","BF520205",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000183038770303286,4,0.0699396460479,12.1968197203,"4147","3.0321901840600001E-2","5.7500000000099999E-2","12.169167","Tibga","BF5202050003",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-29
"203","id_30888",30887,"BF5202","ADC-314",191.143235189,"Diapangou","BF520202",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.000828564517624081,4,0.0699396460479,12.101964066,"3835","3.8167744710700001E-3","6.6667000000099993E-2","12.1","Tyado","BF5202020007",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-31
"204","id_21690",21689,"BF5205","ALY-359",547.632583844,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00434046209280999,4,1.64443160129,11.7462553619999,"2812","5.9198664693699998E-2","1.7","11.766667","Yobiri","BF5205070003",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-22
"205","id_21908",21907,"BF5205","AMF-358",243.392259486,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.00192909426346935,4,1.69235092141,11.7581123192,"2812","1.14756684518E-2","1.7","11.766667","Yobiri","BF5205070003",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-22
"206","id_22132",22131,"BF5205","AMG-357",1582.04968666,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.0125391127125587,4,1.69919653859,11.7620646382,"2812","4.6719679610999999E-3","1.7","11.766667","Yobiri","BF5205070003",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-22
"207","id_22134",22133,"BF5205","AMI-357",81.1307531621,"Tambaga","BF520507",NA,"NA","NA","Tapoa","BF5205","Est","BF52",126169.189393718,0.000643031421157242,4,1.7128877731,11.7620646382,"2812","1.3684897877800001E-2","1.7","11.766667","Yobiri","BF5205070003",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-22
"208","id_35667",35666,"BF4602","FQ-295",324.11193889,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00181006240477639,4,-4.10588684255,12.252152185,"4529","6.6821895475300003E-3","-4.1009000000000002","12.256600000000001","Denkoro","BF4602050020",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"209","id_36615",36614,"BF4602","FM-291",1035.06715968,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.00578052187331275,4,-4.13326931138,12.2837707364999,"4604","1.1052017753499999E-2","-4.1233000000000004","12.279","Moussakongo","BF4602050022",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"210","id_39992",39991,"BF4602","GI-277",10.4552238352,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,5.83891098317127e-05,4,-3.98266573349,12.3944356662,"5002","1.11226993464E-2","-3.983333","12.383333","Poue","BF4602050025",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"211","id_40213",40212,"BF4602","GG-276",2268.78357223,"Solenzo","BF460205",NA,"NA","NA","Banwa","BF4602","Boucle du Mouhoun","BF46",179061.195920502,0.0126704368334348,4,-3.99635696785,12.402340304,"5084","3.8555053648700001E-3","-3.993293","12.4","Desse","BF4602050026",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"212","id_35964",35963,"BF50","PI-294",1555.17340823,"Koudougou","BF500105",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.00153086800830076,4,-2.38079130942,12.2600568233999,"4548","1.55945680221E-2","-2.3666670000000001","12.266667","Bourkina","BF5001050012",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"213","id_35965",35964,"BF50","PJ-294",2314.39192248,"Koudougou","BF500105",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.00227822089423891,4,-2.37394569249,12.2640091423,"4548","7.7487787341400001E-3","-2.3666670000000001","12.266667","Bourkina","BF5001050012",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"214","id_35970",35969,"BF50","PO-294",1175.5641511,"Koudougou","BF500105",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.00115719156532676,4,-2.33971760648,12.2600568233999,"4548","2.7748229603599999E-2","-2.3666670000000001","12.266667","Bourkina","BF5001050012",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"215","id_35726",35725,"BF50","PM-295",3440.97423395,"Koudougou","BF500105",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.0033871961443429,4,-2.3534088406,12.252152185,"4471","1.34317046931E-2","-2.3666670000000001","12.25","Koudougou","BF5001050009",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"216","id_35712",35711,"BF50","OY-295",268.788052292,"Réo","BF500207","Reo","NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.000264587233867131,4,-2.44924748144,12.252152185,"4469","1.7551966475799999E-2","-2.4666670000000002","12.25","Zoula","BF5002070003",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"217","id_37389",37388,"BF50","OX-288",781.928879394,"Réo","BF500207","Reo","NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.000769708316703486,4,-2.45609309887,12.3114369687,"4756","1.17966356276E-2","-2.4666670000000002","12.316667000000001","Reo","BF5002070007",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"218","id_37888",37887,"BF50","OX-286",1018.13656171,"Réo","BF500207","Reo","NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.00100222437070674,4,-2.45609309887,12.327246245,"4756","1.4957533564E-2","-2.4666670000000002","12.316667000000001","Reo","BF5002070007",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-13
"219","id_30338",30337,"BF50","OY-316",95.8818423878,"Sourgou","BF500114",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,9.43833300593e-05,4,-2.44924748144,12.0861547898,"3810","1.3865645652E-2","-2.4500000000000002","12.1","Nadiogo","BF5001140008",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-14
"220","id_36180",36179,"BF50","OE-293",210.332983385,"Kyon","BF500205",NA,"NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.000207045743999071,4,-2.58615982547,12.2679614613,"4545","1.3900577724600001E-2","-2.6","12.266667","Sapou","BF5002050002",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-14
"221","id_40245",40244,"BF50","NF-276",218.314722351,"Dassa","BF500201",NA,"NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.00021490273844676,4,-2.7573002555,12.406292623,"5010","3.3189962713099999E-2","-2.733333","12.383333","Zyiliwele","BF5002010001",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,7,"Alberto",2020-07-14
"222","id_46816",46815,"BF50","OA-240",160.080522945,"Godyr","BF500203",NA,"NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.000157578666167826,4,-2.61354229429,12.6869072667,"6182","1.3460440266E-2","-2.6166670000000001","12.6999999999999","Godyr","BF5002030004",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,7,"Alberto",2020-07-15
"223","id_45068",45067,"BF50","OH-250",183.19452814,"Didyr","BF500202",NA,"NA","NA","Sanguié","BF5002","Centre-Ouest","BF50",1015876.87494771,0.000180331428598992,4,-2.56562297377,12.6118132075999,"5778","1.9586454083800001E-2","-2.5499999999999998","12.6","Lagyana","BF5002020017",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,7,"Alberto",2020-07-15
"224","id_41607",41606,"BF50","PQ-270",403.627000858,"Imasgho","BF500102",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.000397318819644138,4,-2.32602637217,12.4497681314,"5213","1.7986115595000001E-2","-2.3333330000000001","12.4333329999999","Imassogo","BF5001020002",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-16
"225","id_41402",41401,"BF50","PY-271",39.0606775024,"Imasgho","BF500102",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,3.84502083526712e-05,4,-2.27126143447,12.4418634939,"5351","2.5225438403999999E-2","-2.266667","12.4666669999999","Pinou","BF5001020008",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-16
"226","id_43258",43257,"BF50","QW-261",23.5167686854,"Pella","BF500108",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,2.31492312359315e-05,4,-2.10696662186,12.5209098719,"5571","1.5761708282399998E-2","-2.1166670000000001","12.533333000000001","Zarayn","BF5001130008",NA,NA,NA,"oui",2020-08-04,4,0,7,"Alberto",2020-07-16
"227","id_43887",43886,"BF50","QI-257",1330.77502987,"Soa","BF500113",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.0013099766937194,4,-2.20280526245,12.5525284243,"5570","1.93993250734E-2","-2.2000000000000002","12.533333000000001","Zoetgomde","BF5001130007",NA,NA,NA,"oui",2020-08-04,4,0,7,"Alberto",2020-07-16
"228","id_32363",32362,"BF50","QB-307",69.7221911476,"Sabou","BF500111",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,6.86325211912996e-05,4,-2.25072458322,12.1612488498,"3974","2.7925251804899999E-2","-2.25","12.133333","Namaneguema","BF5001110028",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-17
"229","id_30973",30972,"BF50","PQ-313",319.606141293,"Sourgou","BF500114",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.000314611100197995,4,-2.32602637217,12.109868704,"3893","1.1567829364900001E-2","-2.3166669999999998","12.116667","Pouedogo","BF5001140013",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-17
"230","id_20706",20705,"BF50","QY-363",115.961411876,"Dalô","BF500404","Dalo","NA","NA","Ziro","BF5004","Centre-Ouest","BF50",1015876.87494771,0.000114149081188573,4,-2.0932753875,11.7146368103,"2733","2.1175423891100002E-2","-2.0833330000000001","11.733333","Dalo","BF5004040001",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,7,"Alberto",2020-07-17
"231","id_21571",21570,"BF50","QY-359",374.644561445,"Dalô","BF500404","Dalo","NA","NA","Ziro","BF5004","Centre-Ouest","BF50",1015876.87494771,0.00036878933922409,4,-2.0932753875,11.7462553619999,"2733","1.6304554845900002E-2","-2.0833330000000001","11.733333","Dalo","BF5004040001",NA,NA,"AU CHOIX CT",NA,NA,NA,-4,7,"Alberto",2020-07-17
"232","id_33208",33207,"BF50","RR-304",431.566565053,"Kokologo","BF500104",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.000424821723671201,4,-1.9632086609,12.184962763,"4206","6.0768466015400004E-3","-1.960833","12.190556000000001","Sakoense","BF5001040011",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-17
"233","id_32381",32380,"BF50","RG-307",325.370225356,"Sabou","BF500111",NA,"NA","NA","Boulkiemdé","BF5001","Centre-Ouest","BF50",1015876.87494771,0.000320285098893257,4,-2.03851044985,12.1572965308,"4055","8.9468066251100001E-3","-2.0333329999999998","12.15","Konligidi","BF5001110033",NA,NA,NA,NA,NA,NA,-4,7,"Alberto",2020-07-17
"234","id_29343",29342,"BF5202","AEV-321",3084.66573887,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.0133713577539439,4,0.377992420164,12.0505839201999,"3633","2.3325258492200001E-2","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"235","id_29344",29343,"BF5202","AEW-321",1786.62672818,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00774463983381371,4,0.384838037296,12.0466316013,"3633","3.1229891947900001E-2","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"236","id_29550",29549,"BF5202","AER-320",3164.88163278,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.0137190762770588,4,0.350609951038,12.0584885576,"3633","8.0820491253099994E-3","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"237","id_29777",29776,"BF5202","AES-319",2005.39734796,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.00869296307878288,4,0.35745556847,12.0624408761,"3633","3.8970355244499999E-4","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"238","id_29992",29991,"BF5202","AES-318",2537.73918942,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.011000549641521,4,0.35745556847,12.070345514,"3633","8.1299103535000007E-3","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"239","id_30236",30235,"BF5202","AET-317",1968.935578,"Fada-Ngourma","BF520203",NA,"NA","NA","Gourma","BF5202","Est","BF52",230692.03559079,0.0085349092046358,4,0.364301185401,12.0822024709,"3633","2.1018353024499999E-2","0.35777799999999998","12.062222","Fada-Ngourma","BF5202030023",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-14
"240","id_56380",56379,"BF5201","ABJ-172",460.035757753,"Mani","BF520105",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.00163447066015703,4,-0.238113127519,13.2283749611,"8057","5.6205163306000004E-3","-0.24310699999999999","13.230954000000001","Kamissi","BF5201050010",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-15
"241","id_57246",57245,"BF5201","AAZ-164",1704.83839638,"Mani","BF520105",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.00605715597588045,4,-0.306569299534,13.2916120642,"8272","3.9361865483600002E-4","-0.30684499999999998","13.291893","Liougou","BF5201050022",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-15
"242","id_55706",55705,"BF5201","ABD-178",1507.93383724,"Mani","BF520105",NA,"NA","NA","Gnagna","BF5201","Est","BF52",281458.559622479,0.0053575696516837,4,-0.279186830957,13.1809471338,"7885","3.9985724056900004E-3","-0.28182800000000002","13.1779449999999","Monlouri","BF5201070017",NA,NA,NA,NA,NA,NA,-4,4,"Alberto",2020-07-15
"243","id_39290",39289,"BF4603","FX-280",188.331869894,"Dokui","BF460305",NA,"NA","NA","Kossi","BF4603","Boucle du Mouhoun","BF46",87587.5348811164,0.00215021315703913,4,-4.05796752243,12.3746740718999,"5001","2.6112003603800001E-2","-4.0333329999999998","12.383333","Gassinko","BF4603050001",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"244","id_44497",44496,"BF4603","GL-253",67.799473162,"Dokui","BF460305",NA,"NA","NA","Kossi","BF4603","Boucle du Mouhoun","BF46",87587.5348811164,0.000774076736535912,4,-3.96212888159,12.5880992938999,"5711","6.58119112863E-3","-3.9666670000000002","12.583333","Denissa","BF4603050012",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"245","id_45041",45040,"BF4603","GD-250",248.598068261,"Dokui","BF460305",NA,"NA","NA","Kossi","BF4603","Boucle du Mouhoun","BF46",87587.5348811164,0.00283828136730215,4,-4.01689381949,12.6118132075999,"5894","8.7723530637500002E-3","-4.0110999999999999","12.6183999999999","Kamadena","BF4603050015",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"246","id_45230",45229,"BF4603","GD-249",1220.39051692,"Dokui","BF460305",NA,"NA","NA","Kossi","BF4603","Boucle du Mouhoun","BF46",87587.5348811164,0.0139333812576921,4,-4.01689381949,12.6197178456,"5894","5.9418062373499999E-3","-4.0110999999999999","12.6183999999999","Kamadena","BF4603050015",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"247","id_38202",38201,"BF13","UH-285",3606.6538414,"Ouagadougou","BF130004",NA,"NA","NA","Kadiogo","BF1300","Centre","BF13",2907110.40733481,0.00124063187703508,4,-1.49770669151,12.3351508833,"4847","2.9264250449899999E-3","-1.5","12.333333","Kadiogo","BF1300040035",NA,NA,NA,"oui",2020-08-09,4,0,8,"Robin",2020-08-04
"248","id_55617",55616,"BF5404","PJ-178",304.646918614,"Goursi","BF540403",NA,"NA","NA","Zondoma","BF5404","Nord","BF54",170860.082456648,0.00178301985012385,4,-2.37394569249,13.1809471338,"7872","8.8063111233200007E-3","-2.377459","13.172872","Kagapossogo","BF5404030019",NA,NA,NA,"oui",2020-07-26,4,0,3,"Robin",2020-07-20
"249","id_47075",47074,"BF4603","FV-238",203.398419486,"Dokui","BF460305",NA,"NA","NA","Kossi","BF4603","Boucle du Mouhoun","BF46",87587.5348811164,0.00232223020960774,4,-4.071658757,12.7066688623,"6301","3.8912752350099999E-2","-4.0999999999999996","12.733333","Kolonkoura","BF4603050021",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
"250","id_17108",17107,"BF4601","KJ-385",2376.88174523,"Pâ","BF460106","Pa","NA","NA","Balé","BF4601","Boucle du Mouhoun","BF46",217698.922909247,0.0109182062706891,4,-3.26387592758,11.5446870966,"2399","1.4858274074E-2","-3.25","11.55","Pa","BF4601060001",NA,NA,NA,NA,NA,NA,-4,5,"Alberto",NA
